Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,X.Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,pillName
7227,142.7949,14.323,118,77,192,192.0146,96.008,192.1411,95.6643,346.8944,124,66,136,60,143.1388,64.2852,0.0383,0.7547,136.5284,1031979,147,-0.9634,0.8289,100,1031979,124,90,174.9575,60,2.2266,0.4491,0.9854,59762-4960-01_PART_1_OF_1_CHAL10_SB_74213A59.jpg
7239,143.7501,13.9682,118,78,187,191.9463,96.0233,192.1817,95.7677,346.8944,124,66,136,60,142.9657,64.4699,179.8055,0.756,136.5284,1040607,148,-1.229,1.3423,100,1040607,124,102,5.0425,60,2.2176,0.4509,0.9864,59762-4960-01_PART_1_OF_1_CHAL10_SF_74213A59.jpg
16323,178.1126,19.0824,118,107,206,191.9807,95.9114,192.9815,95.799,484.5168,123,20,138,152,144.2164,144.1105,13.2027,0.8738,153.3232,2907332,182,-2.392,4.9762,100,2907332,126,57,149.4208,138,1.0007,0.9993,0.9887,59762-5008-01_PART_1_OF_1_CHAL10_SB_8508C2E6.jpg
16492,171.911,17.8053,118,109,204,191.7619,96.1037,191.0656,95.9888,486.7595,122,20,140,152,145.8175,144.0037,179.7121,0.8747,154.185,2835156,177,-2.1557,3.9568,100,2835156,125,58,149.6098,139.8609,1.0126,0.9876,0.9874,59762-5008-01_PART_1_OF_1_CHAL10_SF_8508C2E6.jpg
16344,145.5223,11.8903,118,85,202,191.9748,96.0357,193.0152,95.5817,475.8305,120,24,144,144,144.4415,144.071,178.531,0.9071,145.8252,2378417,147,-0.9892,1.9893,100,2378417,128,61,152.2049,144,1.0026,0.9974,0.9881,59762-5011-01_PART_1_OF_1_CHAL10_SB_1D230EC8.jpg
16340,144.2375,11.8004,118,67,196,192.0004,95.8636,190.7778,95.3812,475.2447,120,24,144,144,144.6181,143.8598,156.8348,0.9091,145.8252,2356840,145,-0.7844,1.9109,100,2356840,120,107,9.0748,144,1.0053,0.9948,0.9887,59762-5011-01_PART_1_OF_1_CHAL10_SF_1D230EC8.jpg
21280,149.0885,11.2545,118,110,179,191.8341,98.8547,191.8834,98.576,568.6762,97,29,190,133,192.4036,140.8214,179.9187,0.8269,190.3182,3172604,151,-1.3794,1.9333,100,3172604,97,121,176.6866,133,1.3663,0.7319,0.9891,59762-5018-01_PART_1_OF_1_CHAL10_SB_3B269DD4.jpg
21218,151.2572,13.603,118,66,198,191.8089,99.0613,191.7716,98.8215,566.6762,97,30,190,132,192.2933,140.4916,0.198,0.8303,190.3182,3209375,154,-1.6261,3.599,100,3209375,97,134,3.3134,132,1.3687,0.7306,0.9899,59762-5018-01_PART_1_OF_1_CHAL10_SF_3B269DD4.jpg
9743,84.3095,17.2622,118,36,144,191.9506,95.9819,191.4966,95.2,404.1493,113,58,158,76,160.9483,77.0755,179.9264,0.7496,158.1139,821427,80,0.6825,-0.2312,100,821427,113,100,2.1747,76,2.0882,0.4789,0.9845,59762-5019-01_PART_1_OF_1_CHAL10_SB_232191EC.jpg
9886,85.523,16.8437,118,42,145,191.7952,95.9501,191.4026,95.4675,406.3919,113,57,158,78,161.0305,78.1668,179.9246,0.7522,158.1139,845480,82,0.5894,-0.1951,100,845480,113,99,2.1747,78,2.0601,0.4854,0.983,59762-5019-01_PART_1_OF_1_CHAL10_SF_232191EC.jpg
16548,73.1041,20.1866,118,30,161,191.7607,95.9685,193.9571,95.4013,479.4874,119,23,145,146,145.1994,145.1078,48.9705,0.9045,146.6492,1209727,65,1.4632,1.1099,100,1209727,133,140,38.3547,145,1.0006,0.9994,0.9876,59762-5021-01_PART_1_OF_1_CHAL10_SB_19230CB8.jpg
16621,70.7078,19.7535,118,12,151,191.8816,96.0667,189.6787,95.2706,480.3158,119,23,146,146,145.541,145.4059,89.0759,0.9053,147.0272,1175235,64,1.211,1.1208,100,1175235,152,158,57.4989,145.664,1.0009,0.9991,0.9878,59762-5021-01_PART_1_OF_1_CHAL10_SF_19230CB8.jpg
22730,80.4199,16.2596,118,39,141,191.8563,95.8517,191.8697,95.9551,623.931,69,38,245,115,250.5129,115.5259,179.8964,0.7337,245.2937,1827944,79,0.8132,0.3188,100,1827944,69,99,2.8041,115,2.1685,0.4612,0.9889,59762-5022-01_PART_1_OF_1_CHAL10_SB_DE1C6F53.jpg
22813,78.3857,17.4782,118,33,145,191.9248,95.8231,191.4075,95.8367,625.5879,69,38,246,116,250.6754,115.8726,179.8527,0.7325,246.0996,1788214,76,0.9112,0.3353,100,1788214,69,92,178.3701,116,2.1634,0.4622,0.988,59762-5022-01_PART_1_OF_1_CHAL10_SF_DE1C6F53.jpg
41236,169.8959,17.829,118,111,220,192.0882,96.0111,192.1002,95.2251,816.7838,37,14,310,164,317.6197,165.3024,0.1767,0.7767,310.6445,7005827,171,-1.1468,2.7247,100,7005827,37,106,3.6914,164,1.9214,0.5204,0.9916,59762-5024-01_PART_1_OF_1_CHAL10_SB_4D26A6A5.jpg
41272,173.2248,18.5805,118,107,224,191.9236,95.9998,191.8639,95.2641,819.8549,36,14,312,164,318.2547,165.1166,0.2131,0.7716,312.1602,7149332,175,-1.4099,3.041,100,7149332,36,90,178.1642,164,1.9275,0.5188,0.9909,59762-5024-01_PART_1_OF_1_CHAL10_SF_4D26A6A5.jpg
19972,173.7337,18.1885,118,82,217,192.1962,95.9091,193.6335,95.6749,525.8721,112,17,160,158,160.4948,158.4421,4.1743,0.9076,161.623,3469809,176,-1.8806,3.7784,100,3469809,122,136,29.2612,158,1.013,0.9872,0.9888,59762-5033-02_PART_1_OF_1_CHAL10_SB_8015C00E.jpg
19799,161.1543,35.0078,118,0,223,191.8199,95.7382,190.8331,95.5035,524.7006,112,17,160,158,160.0825,157.4743,6.7923,0.9037,161.2452,3190694,170,-2.7162,7.286,99.9949,3190694,122,136,29.7449,158,1.0166,0.9837,0.9879,59762-5033-02_PART_1_OF_1_CHAL10_SF_8015C00E.jpg
27712,132.375,32.5645,118,71,181,190.2395,95.9721,204.6966,95.9024,718.333,47,42,290,108,309.0995,114.151,179.941,0.6749,290.3377,3668377,118,0.1542,-1.5168,100,3668377,47,88,177.2361,108,2.7078,0.3693,0.9839,60505-0065-00_PART_1_OF_1_CHAL10_SB_412920F9.jpg
27725,126.1577,37.8167,118,9,183,190.282,95.6764,204.8081,94.8546,717.1615,47,42,290,108,308.6276,114.3792,0.0023,0.6774,290.441,3497721,118,-0.3447,-0.3712,100,3497721,47,86,176.8421,108,2.6983,0.3706,0.9831,60505-0065-00_PART_1_OF_1_CHAL10_SF_412920F9.jpg
28301,131.9147,32.3394,118,68,185,190.2486,96.2225,205.0386,96.6522,726.9188,45,42,294,108,313.1789,115.0587,0.0285,0.673,294.1088,3733319,118,0.1661,-1.534,100,3733319,45,103,1.5587,108,2.7219,0.3674,0.9838,60505-0065-01_PART_1_OF_1_CHAL10_SB_021D811C.jpg
28032,125.7751,36.6424,118,9,179,190.3064,96.1903,204.0754,95.8407,725.7473,46,42,292,108,311.115,114.7211,0.0182,0.6688,292.3354,3525728,118,-0.4226,-0.2185,100,3525728,46,104,2.745,108,2.7119,0.3687,0.9829,60505-0065-01_PART_1_OF_1_CHAL10_SF_021D811C.jpg
43488,130.3367,30.9216,118,72,182,189.7401,95.7171,208.2506,95.5612,925.3452,3,32,378,128,405.6633,136.4941,179.9345,0.6382,378.4772,5668081,118,0.1525,-1.4795,100,5668081,3,106,2.8775,128,2.972,0.3365,0.9834,60505-0146-00_PART_1_OF_1_CHAL10_SB_46292339.jpg
43442,124.8358,37.6845,118,10,179,189.7216,95.9125,208.3447,94.7793,921.1026,2,32,380,128,405.767,136.3149,0.0491,0.6434,380.1066,5423118,117,-0.5126,0.0391,100,5423118,2,99,1.3568,128,2.9767,0.3359,0.9843,60505-0146-00_PART_1_OF_1_CHAL10_SF_46292339.jpg
8444,154.0291,19.3056,118,70,194,191.993,95.9581,191.7419,95.5912,351.9483,129,53,126,86,125.8646,85.419,179.5222,0.8566,126.3962,1300622,159,-0.8841,0.1155,100,1300622,129,91,175.4622,86,1.4735,0.6787,0.9843,60505-0185-00_PART_1_OF_1_CHAL10_SB_27269384.jpg
8420,156.5466,17.3795,118,108,197,191.8645,96.0425,191.7635,95.6664,351.3625,129,53,126,86,125.6491,85.3224,0.5913,0.8571,126.321,1318122,160,-0.9841,0.3127,100,1318122,129,91,175.9144,86,1.4726,0.6791,0.9839,60505-0185-00_PART_1_OF_1_CHAL10_SF_27269384.jpg
19391,172.5941,18.0246,118,111,214,192.1945,96.0867,193.3322,95.5576,518.4579,113,18,158,156,158.0667,156.196,179.0312,0.9065,159.11,3346773,175,-1.8037,3.503,100,3346773,115,116,14.5603,156,1.012,0.9882,0.9891,60505-1308-01_PART_1_OF_1_CHAL10_SB_4F21A7DD.jpg
19508,172.1344,18.1357,118,98,215,191.9677,96.1248,190.72,95.7008,521.2864,113,17,158,158,158.2627,156.9438,178.8615,0.9021,159.4114,3357998,174,-1.7653,3.3687,100,3357998,120,62,156.3295,157.5731,1.0084,0.9917,0.9884,60505-1308-01_PART_1_OF_1_CHAL10_SF_4F21A7DD.jpg
23353,165.0664,15.8943,172,113,197,191.7459,96.1547,191.7614,95.8955,619.3869,72,34,239,124,240.9918,123.3816,0.0418,0.7649,239.3011,3854796,170,-1.9786,3.2272,100,3854796,72,94,177.1256,124,1.9532,0.512,0.9888,60505-2580-09_PART_1_OF_1_CHAL10_SB_9B1DCDFE.jpg
22968,165.4734,15.1529,172,105,197,191.8393,95.8967,191.8056,95.8618,615.1442,73,35,238,122,240.5052,121.5931,0.3491,0.7627,238.5372,3800592,170,-2.1527,4.277,100,3800592,73,87,176.154,122,1.978,0.5056,0.9893,60505-2580-09_PART_1_OF_1_CHAL10_SF_9B1DCDFE.jpg
38496,164.9173,14.7024,169,109,203,191.6497,96.2854,191.4815,95.9033,806.1564,35,21,314,150,322.8752,151.8067,179.6959,0.7444,314.8412,6348655,169,-1.957,3.718,100,6348655,35,84,175.8107,150,2.1269,0.4702,0.9912,60505-2671-09_PART_1_OF_1_CHAL10_SB_AB1DD5AE.jpg
39316,164.671,15.3523,171,107,202,191.5449,95.6944,191.3968,95.5623,814.0559,35,19,314,154,323.71,154.6405,0.1967,0.7455,314.7698,6474205,169,-1.8772,3.17,100,6474205,35,84,175.9922,154,2.0933,0.4777,0.9902,60505-2671-09_PART_1_OF_1_CHAL10_SF_AB1DD5AE.jpg
38836,179.3099,17.2103,179,117,228,192.0423,95.9506,192.0078,95.8419,802.9432,37,22,310,148,322.3068,153.4176,0.11,0.757,310.4658,6963678,180,-2.2888,6.6289,100,6963678,37,104,3.1389,148,2.1008,0.476,0.9919,60505-5307-01_PART_1_OF_1_CHAL10_SB_4D26A6D5.jpg
38956,180.5308,17.8451,181,117,230,191.6787,95.8569,191.5775,95.7809,804.9432,36,22,311,148,322.7798,153.6661,0.1468,0.7555,311.2716,7032757,182,-2.1958,6.0169,100,7032757,36,100,2.3936,148,2.1005,0.4761,0.9915,60505-5307-01_PART_1_OF_1_CHAL10_SF_4D26A6D5.jpg
29303,134.6125,10.608,139,84,197,191.9644,96.0932,192.0031,95.6765,696.7006,57,29,270,134,275.4293,135.4603,179.9207,0.7586,270.3128,3944549,136,-0.2672,1.0496,100,3944549,57,88,177.2434,134,2.0333,0.4918,0.9903,61958-1001-01_PART_1_OF_1_CHAL10_SB_E31C7193.jpg
29555,134.7563,11.4536,118,74,186,191.8802,95.7331,191.9484,95.9817,699.7716,57,28,270,136,275.2623,136.7081,0.0793,0.7585,270.224,3982723,136,-0.174,0.7177,100,3982723,57,102,2.333,136,2.0135,0.4966,0.9893,61958-1001-01_PART_1_OF_1_CHAL10_SF_E31C7193.jpg
47075,155.1586,14.4433,159,96,194,191.8808,96.0124,191.589,94.4485,862.9432,29,15,326,162,341.523,175.5014,0.0455,0.7944,326.3924,7304092,158,-0.8276,0.9331,100,7304092,29,105,2.8098,162,1.946,0.5139,0.9947,62037-0577-01_PART_1_OF_1_CHAL10_SB_10210878.jpg
47195,155.909,12.9213,157,102,193,192.2468,95.882,192.1618,95.3291,864.0143,29,14,326,163,341.9782,175.7145,179.9754,0.7944,326.4966,7358125,157,-0.9741,2.2093,100,7358125,29,89,176.8396,163,1.9462,0.5138,0.992,62037-0577-01_PART_1_OF_1_CHAL10_SF_10210878.jpg
39205,89.6919,42.6593,118,27,146,190.3626,95.9162,225.4315,95.9342,855.4457,19,33,346,126,369.016,135.2715,179.9777,0.6732,346.2441,3516369,108,-0.0724,-1.8319,100,3516369,19,88,177.8483,126,2.728,0.3666,0.9861,62037-0640-30_PART_1_OF_1_CHAL10_SB_19268CC4.jpg
38950,91.9954,42.0468,118,24,167,190.4491,95.7337,224.1086,94.7873,849.6884,20,32,343,127,365.6968,135.6115,0.0442,0.678,343.3278,3583220,104,-0.068,-1.7577,100,3583220,20,91,177.4959,127,2.6967,0.3708,0.9868,62037-0640-30_PART_1_OF_1_CHAL10_SF_19268CC4.jpg
20943,170.9734,15.9607,176,106,205,192.1232,95.9038,192.7644,95.6061,538.9432,110,15,164,162,164.3735,162.2247,0.0337,0.9061,165.4116,3580695,175,-2.5018,5.7307,100,3580695,114,123,19.4208,162,1.0132,0.9869,0.9893,62037-0793-60_PART_1_OF_1_CHAL10_SB_832041B2.jpg
20796,172.1389,17.2778,118,110,211,191.7852,95.8014,190.4817,95.7,537.7716,110,14,163,163,163.02,162.4236,3.4366,0.9036,164.2833,3579801,175,-1.9511,4.0941,100,3579801,118,132,24.0687,163,1.0037,0.9963,0.9886,62037-0793-60_PART_1_OF_1_CHAL10_SF_832041B2.jpg
53519,159.137,14.4045,164,111,199,191.8114,96.1966,191.4326,95.0379,921.328,18,9,348,173,365.1801,186.5997,179.9832,0.7923,348.5742,8516854,162,-1.1314,1.4851,100,8516854,18,85,176.7108,173,1.957,0.511,0.9936,62037-0999-10_PART_1_OF_1_CHAL10_SB_C71D63AB.jpg
53035,160.0878,13.7668,161,112,203,191.973,95.8148,191.4154,96.5887,921.8133,18,10,348,171,365.6235,184.688,179.9166,0.7843,348.8266,8490255,162,-1.192,2.3203,100,8490255,18,84,176.0548,171,1.9797,0.5051,0.9934,62037-0999-10_PART_1_OF_1_CHAL10_SF_C71D63AB.jpg
20121,119.9479,17.3078,118,57,168,191.7527,95.7235,191.8335,95.1428,576.333,80,44,224,104,233.175,109.8697,0.1311,0.7612,224.4371,2413472,124,-1.1181,1.2798,100,2413472,80,103,3.5763,104,2.1223,0.4712,0.9899,62559-1507-00_PART_1_OF_1_CHAL10_SB_8415C24E.jpg
20019,113.4668,25.244,118,1,179,192.0629,95.9628,192.8326,96.0736,576.4335,81,44,222,104,231.2829,110.2069,179.7779,0.7571,222.5758,2271492,119,-1.9616,5.3185,100,2271492,81,103,4.1223,104,2.0986,0.4765,0.9887,62559-1507-00_PART_1_OF_1_CHAL10_SF_8415C24E.jpg
30176,93.0722,14.3215,118,37,190,191.9648,96.0312,191.4404,95.253,644.8843,93,2,198,188,198.2421,193.8099,179.1225,0.9118,198.8291,2808547,91,0.6306,0.7268,100,2808547,144,9,119.5304,188,1.0229,0.9776,0.9916,62756-0712-86_PART_1_OF_1_CHAL10_SB_890EC4C6.jpg
30176,94.1237,14.3093,118,38,190,191.9792,95.9485,191.381,94.8125,644.8843,93,2,198,188,198.2468,193.8053,179.6008,0.9118,198.7259,2840277,92,0.6145,0.6754,100,2840277,142,10,118.8866,188,1.0229,0.9776,0.9916,62756-0712-86_PART_1_OF_1_CHAL10_SF_890EC4C6.jpg
45506,166.4724,13.1283,165,117,202,191.9333,96.1373,192.2566,96.5982,844.9676,35,5,314,182,318.6755,181.8151,0.3986,0.8009,314.6363,7575492,168,-2.3216,6.9003,100,7575492,35,107,3.6445,182,1.7527,0.5705,0.9921,63010-0027-70_PART_1_OF_1_CHAL10_SB_141B8A3C.jpg
45371,169.1867,14.0071,171,117,207,191.9184,95.7137,192.4675,96.2067,844.6245,35,5,314,182,318.2663,181.5089,0.3645,0.7992,314.4599,7676172,171,-2.2709,6.6066,100,7676172,35,104,3.099,182,1.7534,0.5703,0.9918,63010-0027-70_PART_1_OF_1_CHAL10_SF_141B8A3C.jpg
15701,155.7158,13.4888,118,91,183,191.9408,95.9387,193.0613,95.7489,467.8305,121,25,142,142,141.9959,140.7867,0.2393,0.9015,143.8923,2444894,158,-1.6016,2.4761,100,2444894,123,118,17.8054,141.6475,1.0086,0.9915,0.9864,63304-0553-05_PART_1_OF_1_CHAL10_SB_D015681B.jpg
15675,151.372,12.7309,118,97,191,191.867,95.8758,190.8378,95.7908,466.4163,121,25,142,141,141.7369,140.8104,179.881,0.9055,143.0245,2372756,153,-1.2722,1.6094,100,2372756,125,121,20.4623,141,1.0066,0.9935,0.9875,63304-0553-05_PART_1_OF_1_CHAL10_SF_D015681B.jpg
9241,181.6733,22.9734,118,116,224,192.0783,96.1385,192.5428,95.8095,356.4335,138,42,108,108,108.7193,108.2237,175.6057,0.9141,110.0591,1678843,188,-2.1176,3.3114,100,1678843,144,123,28.195,108,1.0046,0.9954,0.9854,63304-0579-01_PART_1_OF_1_CHAL10_SB_5D26AEB5.jpg
9279,182.3639,23.601,118,116,227,192.0719,96.1333,191.4376,95.8518,358.6762,137,42,110,108,109.1121,108.2775,169.6969,0.9064,110.3087,1692155,189,-1.9544,2.9065,100,1692155,142,73,157.6199,108,1.0077,0.9924,0.9846,63304-0579-01_PART_1_OF_1_CHAL10_SF_5D26AEB5.jpg
39446,147.3672,14.5033,118,105,178,190.4198,95.9425,191.3145,95.5203,859.2031,18,33,348,126,371.4751,135.2021,0.0983,0.6715,348.2427,5813046,152,-0.9864,-0.0568,100,5813046,18,104,2.1394,126,2.7476,0.364,0.9862,63304-0693-01_PART_1_OF_1_CHAL10_SB_F7267BB3.jpg
39733,142.1338,27.0974,118,13,176,190.2541,96.3377,191.3953,96.2242,860.2742,18,32,348,128,371.2691,136.2614,0.0698,0.6747,348.5742,5647404,151,-2.3217,5.8431,100,5647404,18,107,3.2892,128,2.7247,0.367,0.9858,63304-0693-01_PART_1_OF_1_CHAL10_SF_F7267BB3.jpg
10977,162.242,16.6098,118,104,199,192.0408,95.9798,192.0187,95.8139,419.9483,112,53,160,86,162.4683,86.0251,179.6959,0.7822,160.3122,1780930,167,-1.7935,2.4553,100,1780930,112,91,176.4237,86,1.8886,0.5295,0.9845,63304-0827-90_PART_1_OF_1_CHAL10_SB_F51C7A93.jpg
11017,163.5951,17.1869,118,104,201,192.0391,95.9882,191.9551,96.0683,421.1198,112,53,160,86,162.5746,86.2821,0.0334,0.7807,160.3777,1802327,168,-1.7594,2.3934,100,1802327,112,91,176.0671,86,1.8842,0.5307,0.9845,63304-0827-90_PART_1_OF_1_CHAL10_SF_F51C7A93.jpg
27319,165.9292,15.0189,171,83,226,191.9391,96.057,192.7856,95.6989,666.3574,65,28,254,136,257.4278,135.12,179.9222,0.7731,254.1968,4533020,169,-1.9269,4.3022,100,4533020,65,91,177.7454,136,1.9052,0.5249,0.989,63304-0829-90_PART_1_OF_1_CHAL10_SB_D91C6CE3.jpg
27370,167.1045,15.4356,172,113,207,192.1946,95.6986,193.0229,95.9089,666.7006,65,28,254,135,257.9041,135.1222,0.324,0.7738,254.1968,4573650,170,-1.9021,4.2283,100,4573650,65,100,2.2546,135,1.9087,0.5239,0.9898,63304-0829-90_PART_1_OF_1_CHAL10_SF_D91C6CE3.jpg
44024,163.0543,13.614,166,110,201,191.941,96.0186,191.8946,95.4254,838.926,34,10,316,172,323.4224,173.3124,179.7992,0.7861,316.8359,7178303,165,-1.5671,4.0264,100,7178303,34,85,175.8371,172,1.8661,0.5359,0.9919,63304-0830-90_PART_1_OF_1_CHAL10_SB_E91C7493.jpg
44114,163.592,14.556,167,108,203,191.807,95.8109,191.7986,96.4662,841.1686,33,10,318,172,324.3404,173.1751,0.0675,0.7835,318.4023,7216699,166,-1.3091,3.0589,100,7216699,33,103,2.8804,172,1.8729,0.5339,0.9916,63304-0830-90_PART_1_OF_1_CHAL10_SF_E91C7493.jpg
16913,168.2427,17.444,118,102,208,191.9777,96.1481,191.9347,95.9798,527.463,90,49,204,94,214.1864,100.54,179.9638,0.7639,204.1984,2845489,174,-1.9653,3.378,100,2845489,90,101,2.5261,94,2.1304,0.4694,0.9874,63459-0101-30_PART_1_OF_1_CHAL10_SB_DD1C6E93.jpg
16952,169.174,17.7111,118,104,205,191.9027,95.7884,191.9085,95.925,527.463,90,49,204,94,214.4689,100.6391,179.9651,0.7657,204.2964,2867837,175,-1.9797,3.3355,100,2867837,90,102,3.0865,94,2.1311,0.4692,0.9878,63459-0101-30_PART_1_OF_1_CHAL10_SF_DD1C6E93.jpg
21233,167.7625,15.7635,174,96,210,191.9796,95.9103,191.9387,95.728,577.73,84,34,217,124,218.6549,123.6409,0.2507,0.7994,217.2786,3562101,172,-2.1902,4.7917,100,3562101,84,106,2.9019,124,1.7685,0.5655,0.9886,63459-0215-30_PART_1_OF_1_CHAL10_SB_D11C6893.jpg
21301,168.3664,15.8406,174,102,208,191.8897,95.9218,191.8521,96.0644,579.1442,83,34,218,124,219.0532,123.8114,0.1919,0.7981,218.1467,3586373,172,-2.2418,5.0061,100,3586373,83,100,2.1017,124,1.7692,0.5652,0.9888,63459-0215-30_PART_1_OF_1_CHAL10_SF_D11C6893.jpg
6111,147.1478,14.0658,118,108,189,191.9476,95.9418,192.6475,95.8227,290.4924,148,52,88,88,88.4602,87.9579,14.2568,0.91,89.8888,899220,150,-0.7248,0.1732,100,899220,150,112,20.8545,88,1.0057,0.9943,0.982,63459-0402-30_PART_1_OF_1_CHAL10_SB_AB2D559A.jpg
6094,150.3948,14.4258,118,113,187,191.7614,96.0098,191.4885,95.9903,289.9066,148,52,88,88,88.2612,87.9109,172.1749,0.9112,89.5545,916506,155,-1.2208,0.6867,100,916506,151,115,23.7026,88,1.004,0.996,0.9821,63459-0402-30_PART_1_OF_1_CHAL10_SF_AB2D559A.jpg
8829,161.1528,17.181,118,116,199,191.9302,95.9827,192.7098,95.8926,349.0193,139,43,106,106,106.2678,105.784,9.0762,0.9108,107.5407,1422818,165,-1.3752,1.6793,100,1422818,146,68,149.8586,106,1.0046,0.9954,0.9844,63459-0404-30_PART_1_OF_1_CHAL10_SB_A72D538A.jpg
8883,163.9403,17.3803,118,113,199,192.0661,95.9658,191.7019,95.9251,350.7767,139,43,106,106,106.5296,106.1694,171.0968,0.9072,107.912,1456282,169,-1.8268,2.4443,100,1456282,146,68,147.4881,106,1.0034,0.9966,0.9844,63459-0404-30_PART_1_OF_1_CHAL10_SF_A72D538A.jpg
17357,139.1084,11.583,118,72,173,192.1204,95.8409,192.1734,95.6153,523.1615,94,43,196,106,202.0858,109.3576,0.0415,0.7969,196.125,2414505,141,-0.5899,1.0432,100,2414505,94,93,177.9546,106,1.8479,0.5411,0.9877,63459-0412-30_PART_1_OF_1_CHAL10_SB_8B2D45DA.jpg
17449,139.1726,11.0879,118,86,176,191.895,95.8338,191.8926,95.524,523.1615,94,43,196,106,202.4813,109.7225,0.1768,0.8011,196.3084,2428423,141,-0.3249,0.0096,100,2428423,94,90,176.7878,106,1.8454,0.5419,0.9886,63459-0412-30_PART_1_OF_1_CHAL10_SF_8B2D45DA.jpg
21278,137.7233,11.4035,118,77,181,192.0057,95.932,192.3502,95.7382,579.2031,83,37,218,117,224.2384,120.8178,0.0366,0.797,218.0367,2930476,139,-0.2938,1.2747,100,2930476,83,93,178.9488,117,1.856,0.5388,0.989,63459-0416-30_PART_1_OF_1_CHAL10_SB_8F2D47EA.jpg
21388,137.4296,10.9883,118,100,177,191.8153,95.7907,192.1591,95.6046,581.2031,83,37,217,118,224.3576,121.3779,179.5647,0.7957,217.5178,2939345,138,-0.0448,0.2189,100,2939345,83,90,176.0458,118,1.8484,0.541,0.9881,63459-0416-30_PART_1_OF_1_CHAL10_SF_8F2D47EA.jpg
18166,100.8352,18.7658,118,26,143,190.8597,96.0048,193.2347,95.7616,573.2203,78,51,228,90,242.9821,95.1908,179.9823,0.6947,228.5607,1831773,107,-1.7207,2.5847,100,1831773,78,88,175.9858,90,2.5526,0.3918,0.9817,63459-0700-60_PART_1_OF_1_CHAL10_SB_572D2B99.jpg
18059,100.6628,20.4914,118,21,141,190.8341,96.0467,193.8964,96.044,572.8772,78,51,228,90,242.4096,94.8536,0.1102,0.6915,228.3156,1817870,108,-1.7378,2.4197,100,1817870,78,104,3.0128,90,2.5556,0.3913,0.9787,63459-0700-60_PART_1_OF_1_CHAL10_SF_572D2B99.jpg
17966,65.1791,27.2303,118,20,157,191.0677,96.1469,181.3594,97.101,570.1493,78,52,228,88,242.4871,94.335,0.1046,0.6945,228.1403,1171008,62,0.8726,-0.1599,100,1171008,78,101,2.0096,88,2.5705,0.389,0.9855,63459-0701-60_PART_1_OF_1_CHAL10_SB_602D3019.jpg
17820,69.2907,28.7615,118,23,164,191.0742,95.8684,180.7658,95.7132,563.5635,80,51,224,90,238.5715,95.1041,0.0588,0.7051,224.6442,1234761,65,0.7747,-0.5429,100,1234761,80,104,4.34,90,2.5085,0.3986,0.9816,63459-0701-60_PART_1_OF_1_CHAL10_SF_602D3019.jpg
14500,174.4101,19.0473,118,100,208,192.0566,96.0148,192.9059,95.4598,449.1026,124,28,136,136,136.3766,135.375,4.8952,0.9034,137.6118,2528946,179,-2.0454,3.7071,100,2528946,149,150,52.3806,136,1.0074,0.9927,0.9869,64679-0929-01_PART_1_OF_1_CHAL10_SB_6521B2ED.jpg
14437,170.8128,18.1817,118,96,205,191.8014,96.2149,191.1183,95.6556,448.5168,124,28,136,136,136.0206,135.1396,176.5098,0.9018,137.2006,2466024,175,-1.9574,3.3863,100,2466024,137,55,143.2971,135.6242,1.0065,0.9935,0.9864,64679-0929-01_PART_1_OF_1_CHAL10_SF_6521B2ED.jpg
15784,134.2955,10.7114,118,76,183,191.7487,95.9697,192.203,95.947,481.6224,117,38,150,116,162.7243,123.5022,179.9254,0.8551,165.218,2119720,134,0.3411,1.7622,100,2119720,120,137,29.3578,116,1.3176,0.759,0.9888,64679-0936-03_PART_1_OF_1_CHAL10_SB_7E05BF4D.jpg
15629,139.0624,10.5113,118,94,199,191.8362,95.9634,192.3979,96.0364,479.3797,118,38,148,116,161.704,123.061,0.0772,0.8546,164.7301,2173407,140,-0.3268,0.8029,100,2173407,120,137,29.0546,116,1.314,0.761,0.991,64679-0936-03_PART_1_OF_1_CHAL10_SF_7E05BF4D.jpg
14149,155.6603,14.5057,118,87,199,192.058,95.8653,193.0023,95.3786,443.6884,125,29,135,134,134.7666,133.676,164.5707,0.9032,136.191,2202438,159,-1.3528,1.6439,100,2202438,133,62,150.0464,134,1.0082,0.9919,0.9863,64679-0953-01_PART_1_OF_1_CHAL10_SB_6A21B55D.jpg
14094,150.4992,14.606,118,79,192,191.8513,95.9392,191.0927,95.3434,441.6884,125,29,134,134,134.1391,133.7793,4.3873,0.9078,135.4289,2121136,154,-0.9177,0.3874,100,2121136,136,134,35.6852,134,1.0027,0.9973,0.9871,64679-0953-01_PART_1_OF_1_CHAL10_SF_6A21B55D.jpg
18801,118.9197,35.2007,118,56,181,190.9092,96.0109,205.1234,96.2138,582.9777,75,51,234,90,248.8614,96.1908,179.9735,0.6952,234.3075,2235810,118,0.1418,-1.5263,100,2235810,75,104,2.9357,90,2.5872,0.3865,0.9856,64720-0323-10_PART_1_OF_1_CHAL10_SB_F51DFA9F.jpg
